Retailer,Retailer ID,Invoice Date,Region,State,City,Product,Price per Unit,Units Sold,Total Sales,Operating Profit,Operating Margin,Sales Method
Walmart,1128299,5/18/2021,South,Louisiana,New Orleans,Women's Athletic Footwear,55,300,165000,66000,0.4,In-store
Walmart,1128299,5/18/2021,South,Louisiana,New Orleans,Men's Apparel,60,150,90000,40500,0.45,In-store
Walmart,1128299,6/17/2021,West,Idaho,Boise,Women's Athletic Footwear,35,375,131250,52500,0.4,Online
Walmart,1128299,6/17/2021,West,Idaho,Boise,Men's Apparel,40,250,100000,25000,0.25,Online
Walmart,1128299,6/17/2021,West,Idaho,Boise,Women's Apparel,35,450,157500,70875,0.45,Online
Walmart,1128299,6/17/2021,West,Idaho,Boise,Men's Apparel,55,425,233750,81812.5,0.35,Online
Walmart,1128299,6/17/2021,West,Idaho,Boise,Women's Apparel,65,625,406250,223437.5,0.55,Online
Walmart,1128299,6/17/2021,West,Idaho,Boise,Men's Street Footwear,55,775,426250,170500,0.4,Online
Walmart,1128299,7/16/2021,West,Idaho,Boise,Men's Athletic Footwear,55,775,426250,170500,0.4,Online
Walmart,1128299,7/16/2021,West,Idaho,Boise,Women's Street Footwear,60,675,405000,162000,0.4,Online
Walmart,1128299,7/16/2021,West,Idaho,Boise,Women's Athletic Footwear,60,525,315000,157500,0.5,Online
Walmart,1128299,7/16/2021,West,Idaho,Boise,Men's Apparel,55,475,261250,91437.5,0.35,Online
Walmart,1128299,7/16/2021,West,Idaho,Boise,Women's Apparel,65,725,471250,259187.5,0.55,Online
Walmart,1128299,7/16/2021,West,Idaho,Boise,Men's Street Footwear,30,425,127500,44625,0.35,Online
Walmart,1128299,8/17/2021,West,Idaho,Boise,Men's Athletic Footwear,40,425,170000,68000,0.4,Online
Walmart,1128299,8/17/2021,West,Idaho,Boise,Women's Street Footwear,40,425,170000,59500,0.35,Online
Walmart,1128299,8/17/2021,West,Idaho,Boise,Women's Athletic Footwear,40,275,110000,38500,0.35,Online
Walmart,1128299,8/17/2021,West,Idaho,Boise,Men's Apparel,45,225,101250,30375,0.3,Online
Walmart,1128299,8/17/2021,West,Idaho,Boise,Women's Apparel,40,425,170000,42500,0.25,Online
Walmart,1128299,8/17/2021,West,Arizona,Phoenix,Women's Athletic Footwear,40,225,90000,31500,0.35,Online
Walmart,1128299,9/18/2021,West,Arizona,Phoenix,Men's Apparel,45,150,67500,20250,0.3,Online
West Gear,1185732,2/10/2021,West,Arizona,Phoenix,Women's Apparel,40,350,140000,35000,0.25,Online
West Gear,1185732,2/10/2021,West,Arizona,Phoenix,Men's Street Footwear,40,500,200000,70000,0.35,Online
West Gear,1185732,3/8/2021,West,Arizona,Phoenix,Men's Athletic Footwear,50,350,175000,70000,0.4,Online
West Gear,1185732,4/9/2021,West,Arizona,Phoenix,Women's Street Footwear,50,350,175000,61250,0.35,Online
West Gear,1185732,4/9/2021,West,Arizona,Phoenix,Women's Athletic Footwear,50,225,112500,39375,0.35,Online
West Gear,1185732,4/9/2021,West,Arizona,Phoenix,Men's Apparel,55,125,68750,20625,0.3,Online
West Gear,1185732,4/9/2021,West,Arizona,Phoenix,Women's Apparel,50,325,162500,40625,0.25,Online
West Gear,1185732,4/9/2021,West,Arizona,Phoenix,Men's Street Footwear,50,500,250000,87500,0.35,Online
West Gear,1185732,4/9/2021,West,Arizona,Phoenix,Women's Street Footwear,55,450,247500,86625,0.35,Online
West Gear,1185732,5/8/2021,West,Arizona,Phoenix,Women's Athletic Footwear,55,400,220000,77000,0.35,Online
West Gear,1185732,5/8/2021,West,Arizona,Phoenix,Men's Apparel,65,400,260000,78000,0.3,Online
West Gear,1185732,5/8/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,45,275,123750,43312.5,0.35,Online
West Gear,1185732,5/8/2021,West,New Mexico,Albuquerque,Men's Apparel,50,200,100000,30000,0.3,Online
West Gear,1185732,5/8/2021,West,New Mexico,Albuquerque,Women's Apparel,45,400,180000,45000,0.25,Online
West Gear,1185732,5/8/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,550,330000,115500,0.35,Online
West Gear,1185732,6/10/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,55,450,247500,86625,0.35,Online
West Gear,1185732,6/10/2021,West,New Mexico,Albuquerque,Men's Apparel,60,500,300000,90000,0.3,Online
West Gear,1185732,6/10/2021,West,New Mexico,Albuquerque,Women's Apparel,75,500,375000,93750,0.25,Online
West Gear,1185732,6/10/2021,West,New Mexico,Albuquerque,Men's Street Footwear,60,700,420000,147000,0.35,Online
West Gear,1185732,6/10/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,65,650,422500,169000,0.4,Online
West Gear,1185732,6/10/2021,West,New Mexico,Albuquerque,Women's Street Footwear,60,525,315000,110250,0.35,Online
West Gear,1185732,7/8/2021,West,New Mexico,Albuquerque,Men's Apparel,70,425,297500,89250,0.3,Online
West Gear,1185732,7/8/2021,West,New Mexico,Albuquerque,Women's Apparel,75,525,393750,98437.5,0.25,Online
West Gear,1185732,10/10/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,450,135000,54000,0.4,Online
West Gear,1185732,11/9/2021,West,New Mexico,Albuquerque,Men's Athletic Footwear,40,450,180000,72000,0.4,Online
West Gear,1185732,11/9/2021,West,New Mexico,Albuquerque,Women's Street Footwear,40,450,180000,63000,0.35,Online
West Gear,1185732,11/9/2021,West,New Mexico,Albuquerque,Women's Athletic Footwear,40,300,120000,48000,0.4,Online
West Gear,1185732,11/9/2021,West,New Mexico,Albuquerque,Men's Apparel,45,250,112500,39375,0.35,Online
West Gear,1185732,11/9/2021,West,New Mexico,Albuquerque,Women's Apparel,40,450,180000,45000,0.25,Online
West Gear,1185732,11/9/2021,West,New Mexico,Albuquerque,Men's Street Footwear,30,500,150000,60000,0.4,Online
West Gear,1185732,12/8/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,40,250,100000,40000,0.4,Online
West Gear,1185732,12/8/2021,Southeast,Georgia,Atlanta,Men's Apparel,45,175,78750,27562.5,0.35,Online
Kohl's,1185732,12/8/2021,Southeast,Georgia,Atlanta,Women's Apparel,40,375,150000,37500,0.25,Online
Kohl's,1185732,12/8/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40,525,210000,84000,0.4,Online
Kohl's,1185732,12/8/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,375,187500,75000,0.4,Online
Kohl's,1185732,12/8/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,50,375,187500,65625,0.35,Online
Kohl's,1185732,1/14/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,50,250,125000,50000,0.4,Online
Kohl's,1185732,1/14/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,150,82500,28875,0.35,Online
Kohl's,1185732,1/14/2021,Southeast,Georgia,Atlanta,Women's Apparel,50,350,175000,43750,0.25,Online
Kohl's,1185732,1/14/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,50,525,262500,105000,0.4,Online
Kohl's,1185732,1/14/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,55,325,178750,71500,0.4,Online
Kohl's,1185732,10/12/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,55,500,275000,96250,0.35,Online
Kohl's,1185732,10/12/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,55,450,247500,99000,0.4,Online
Kohl's,1185732,10/12/2021,Southeast,Georgia,Atlanta,Men's Apparel,65,450,292500,102375,0.35,Online
Kohl's,1185732,11/11/2021,Southeast,Georgia,Atlanta,Women's Apparel,70,425,297500,74375,0.25,Online
Kohl's,1185732,11/11/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,45,600,270000,108000,0.4,Online
Foot Locker,1128299,1/24/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,50,600,300000,120000,0.4,Online
Foot Locker,1128299,1/24/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,45,450,202500,70875,0.35,Online
Foot Locker,1128299,1/24/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,45,400,180000,72000,0.4,Online
Foot Locker,1128299,1/24/2021,Southeast,Georgia,Atlanta,Men's Apparel,55,400,220000,77000,0.35,Online
Foot Locker,1128299,1/24/2021,Southeast,Georgia,Atlanta,Women's Apparel,60,450,270000,67500,0.25,Online
Foot Locker,1128299,2/24/2021,Southeast,Georgia,Atlanta,Men's Street Footwear,40,1025,410000,184500,0.45,Online
Foot Locker,1128299,2/24/2021,Southeast,Georgia,Atlanta,Men's Athletic Footwear,40,825,330000,115500,0.35,Online
Foot Locker,1128299,2/24/2021,Southeast,Georgia,Atlanta,Women's Street Footwear,30,825,247500,61875,0.25,Online
Foot Locker,1128299,2/24/2021,Southeast,Georgia,Atlanta,Women's Athletic Footwear,35,675,236250,70875,0.3,Online
Foot Locker,1128299,2/24/2021,Southeast,Georgia,Atlanta,Men's Apparel,50,725,362500,126875,0.35,Online
Foot Locker,1128299,9/25/2021,Southeast,Georgia,Atlanta,Women's Apparel,40,825,330000,165000,0.5,Online
Foot Locker,1128299,9/25/2021,Southeast,South Carolina,Charleston,Women's Athletic Footwear,35,625,218750,65625,0.3,Online
Foot Locker,1128299,9/25/2021,Southeast,South Carolina,Charleston,Men's Apparel,50,700,350000,122500,0.35,Online
Foot Locker,1128299,9/25/2021,Southeast,South Carolina,Charleston,Women's Apparel,35,800,280000,140000,0.5,Online
Foot Locker,1128299,9/25/2021,Southeast,South Carolina,Charleston,Men's Apparel,65,750,487500,170625,0.35,Online
Foot Locker,1128299,10/24/2021,Southeast,South Carolina,Charleston,Women's Apparel,70,925,647500,323750,0.5,Online
Foot Locker,1128299,10/24/2021,Southeast,South Carolina,Charleston,Men's Street Footwear,65,1150,747500,336375,0.45,Online
Foot Locker,1128299,10/24/2021,Southeast,North Carolina,Charlotte,Men's Apparel,45,475,213750,74812.5,0.35,Online
Foot Locker,1128299,10/24/2021,Southeast,North Carolina,Charlotte,Women's Apparel,35,575,201250,100625,0.5,Online
Foot Locker,1128299,10/24/2021,Southeast,North Carolina,Charlotte,Men's Street Footwear,35,825,288750,115500,0.4,Online
Sports Direct,1185732,2/17/2021,Southeast,North Carolina,Charlotte,Men's Athletic Footwear,35,475,166250,58187.5,0.35,Online
Sports Direct,1185732,2/17/2021,Southeast,North Carolina,Charlotte,Women's Street Footwear,25,525,131250,52500,0.4,Online
Sports Direct,1185732,2/17/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,30,375,112500,45000,0.4,Online
Sports Direct,1185732,2/17/2021,Midwest,Ohio,Columbus,Men's Apparel,45,450,202500,70875,0.35,Online
Sports Direct,1185732,2/17/2021,Midwest,Ohio,Columbus,Women's Apparel,30,550,165000,82500,0.5,Online
Sports Direct,1185732,8/16/2021,Midwest,Ohio,Columbus,Men's Street Footwear,30,770,231000,92400,0.4,Online
Sports Direct,1185732,8/16/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,30,450,135000,47250,0.35,Online
Sports Direct,1185732,8/16/2021,Midwest,Ohio,Columbus,Women's Street Footwear,20,475,95000,38000,0.4,Online
Sports Direct,1185732,9/15/2021,Midwest,Ohio,Columbus,Men's Apparel,55,500,275000,96250,0.35,Online
Sports Direct,1185732,9/15/2021,Midwest,Ohio,Columbus,Women's Apparel,60,675,405000,202500,0.5,Online
Sports Direct,1185732,9/15/2021,Midwest,Ohio,Columbus,Men's Street Footwear,55,775,426250,170500,0.4,Online
Foot Locker,1185732,2/18/2021,Midwest,Ohio,Columbus,Men's Athletic Footwear,50,575,287500,100625,0.35,Online
Foot Locker,1185732,2/18/2021,Midwest,Ohio,Columbus,Women's Street Footwear,25,475,118750,47500,0.4,Online
Foot Locker,1185732,7/17/2021,Midwest,Ohio,Columbus,Women's Athletic Footwear,25,450,112500,45000,0.4,Online
Foot Locker,1185732,7/17/2021,Midwest,Ohio,Columbus,Men's Apparel,35,450,157500,55125,0.35,Online
Foot Locker,1185732,7/17/2021,Midwest,Ohio,Columbus,Women's Apparel,40,300,120000,48000,0.4,Online
Foot Locker,1185732,7/17/2021,Midwest,Ohio,Columbus,Men's Street Footwear,40,550,220000,88000,0.4,Online
Foot Locker,1185732,7/17/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,35,125,43750,17500,0.4,Online
Foot Locker,1185732,7/17/2021,Southeast,Kentucky,Louisville,Men's Apparel,50,200,100000,35000,0.35,Online
Foot Locker,1185732,8/18/2021,Southeast,Kentucky,Louisville,Women's Apparel,40,300,120000,48000,0.4,Online
Foot Locker,1185732,11/18/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,45,520,234000,93600,0.4,Online
Foot Locker,1185732,11/18/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,575,287500,115000,0.4,Online
Foot Locker,1185732,11/18/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,350,157500,55125,0.35,Online
Foot Locker,1185732,11/18/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,40,275,110000,44000,0.4,Online
West Gear,1185732,2/11/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,40,250,100000,40000,0.4,Online
West Gear,1185732,7/10/2021,Southeast,Kentucky,Louisville,Men's Apparel,50,225,112500,39375,0.35,Online
West Gear,1185732,7/10/2021,Southeast,Kentucky,Louisville,Women's Apparel,55,400,220000,88000,0.4,Online
West Gear,1185732,7/10/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,50,525,262500,105000,0.4,Online
West Gear,1185732,7/10/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,45,325,146250,51187.5,0.35,Online
West Gear,1185732,7/10/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30,525,157500,55125,0.35,Online
West Gear,1185732,7/10/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,20,525,105000,42000,0.4,Online
West Gear,1185732,8/11/2021,Southeast,Kentucky,Louisville,Women's Athletic Footwear,25,375,93750,37500,0.4,Online
West Gear,1185732,8/11/2021,Southeast,Kentucky,Louisville,Men's Apparel,40,425,170000,59500,0.35,Online
West Gear,1185732,8/11/2021,Southeast,Kentucky,Louisville,Women's Apparel,30,525,157500,78750,0.5,Online
West Gear,1185732,8/11/2021,Southeast,Kentucky,Louisville,Men's Street Footwear,30,775,232500,93000,0.4,Online
West Gear,1185732,8/11/2021,Southeast,Kentucky,Louisville,Men's Athletic Footwear,30,425,127500,44625,0.35,Online
West Gear,1185732,8/11/2021,Southeast,Kentucky,Louisville,Women's Street Footwear,20,475,95000,38000,0.4,Online
West Gear,1128299,2/24/2021,South,Mississippi,Jackson,Women's Athletic Footwear,25,325,81250,32500,0.4,Online
West Gear,1128299,2/24/2021,South,Mississippi,Jackson,Men's Apparel,40,400,160000,56000,0.35,Online
West Gear,1128299,7/23/2021,South,Mississippi,Jackson,Women's Apparel,25,500,125000,62500,0.5,Online
West Gear,1128299,8/24/2021,South,Mississippi,Jackson,Men's Street Footwear,25,720,180000,72000,0.4,Online
West Gear,1128299,8/24/2021,South,Mississippi,Jackson,Men's Athletic Footwear,25,400,100000,35000,0.35,Online
West Gear,1128299,8/24/2021,South,Mississippi,Jackson,Women's Athletic Footwear,40,475,190000,76000,0.4,Online
West Gear,1128299,8/24/2021,South,Mississippi,Jackson,Men's Apparel,50,450,225000,78750,0.35,Online
West Gear,1128299,8/24/2021,South,Mississippi,Jackson,Women's Apparel,55,625,343750,171875,0.5,Online
West Gear,1128299,8/24/2021,South,Mississippi,Jackson,Men's Street Footwear,50,725,362500,145000,0.4,Online
West Gear,1128299,9/25/2021,South,Mississippi,Jackson,Men's Athletic Footwear,45,525,236250,82687.5,0.35,Online
West Gear,1128299,9/25/2021,South,Mississippi,Jackson,Women's Athletic Footwear,60,475,285000,114000,0.4,Online
West Gear,1128299,9/25/2021,South,Mississippi,Jackson,Men's Apparel,70,475,332500,116375,0.35,Online
West Gear,1128299,9/25/2021,South,Mississippi,Jackson,Women's Apparel,75,575,431250,215625,0.5,Online
West Gear,1128299,1/17/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,60,500,300000,105000,0.35,Online
West Gear,1128299,1/17/2021,South,Arkansas,Little Rock,Women's Street Footwear,60,450,270000,108000,0.4,Online
West Gear,1128299,1/17/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,60,400,240000,96000,0.4,Online
West Gear,1128299,2/17/2021,South,Arkansas,Little Rock,Men's Apparel,70,400,280000,98000,0.35,Online
West Gear,1128299,2/17/2021,South,Arkansas,Little Rock,Women's Apparel,75,500,375000,150000,0.4,Online
West Gear,1128299,2/17/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,575,143750,57500,0.4,Online
West Gear,1128299,2/17/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,375,93750,32812.5,0.35,Online
West Gear,1128299,2/17/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,375,56250,22500,0.4,Online
West Gear,1128299,2/17/2021,South,Arkansas,Little Rock,Women's Athletic Footwear,20,225,45000,18000,0.4,Online
West Gear,1128299,3/16/2021,South,Arkansas,Little Rock,Men's Apparel,35,275,96250,33687.5,0.35,Online
West Gear,1128299,3/16/2021,South,Arkansas,Little Rock,Women's Apparel,25,375,93750,37500,0.4,Online
West Gear,1128299,3/16/2021,South,Arkansas,Little Rock,Men's Street Footwear,25,625,156250,62500,0.4,Online
West Gear,1128299,3/16/2021,South,Arkansas,Little Rock,Men's Athletic Footwear,25,275,68750,24062.5,0.35,Online
West Gear,1128299,3/16/2021,South,Arkansas,Little Rock,Women's Street Footwear,15,325,48750,19500,0.4,Online
Foot Locker,1197831,2/4/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,20,175,35000,14000,0.4,Online
Foot Locker,1197831,2/4/2021,South,Oklahoma,Oklahoma City,Men's Apparel,35,250,87500,30625,0.35,Online
Foot Locker,1197831,2/4/2021,South,Oklahoma,Oklahoma City,Women's Apparel,20,350,70000,28000,0.4,Online
Foot Locker,1197831,3/6/2021,South,Oklahoma,Oklahoma City,Women's Apparel,55,475,261250,104500,0.4,Online
Foot Locker,1197831,3/6/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,50,575,287500,115000,0.4,Online
Foot Locker,1197831,3/6/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,40,375,150000,52500,0.35,Online
West Gear,1197831,7/6/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,275,41250,16500,0.4,Online
West Gear,1197831,7/6/2021,South,Oklahoma,Oklahoma City,Women's Athletic Footwear,15,250,37500,15000,0.4,Online
West Gear,1197831,7/6/2021,South,Oklahoma,Oklahoma City,Men's Street Footwear,25,600,150000,52500,0.35,Online
West Gear,1197831,7/6/2021,South,Oklahoma,Oklahoma City,Men's Athletic Footwear,25,250,62500,21875,0.35,Online
Sports Direct,1197831,10/4/2021,South,Oklahoma,Oklahoma City,Women's Street Footwear,15,300,45000,15750,0.35,Online
Sports Direct,1197831,10/4/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,20,150,30000,10500,0.35,Online
Sports Direct,1197831,10/4/2021,Midwest,Kansas,Wichita,Men's Apparel,35,225,78750,27562.5,0.35,Online
Sports Direct,1197831,11/5/2021,Midwest,Kansas,Wichita,Women's Apparel,20,325,65000,22750,0.35,Online
Sports Direct,1197831,11/5/2021,Midwest,Kansas,Wichita,Women's Athletic Footwear,40,300,120000,42000,0.35,Online
Sports Direct,1197831,11/5/2021,Midwest,Kansas,Wichita,Men's Apparel,50,175,87500,30625,0.35,Online
Sports Direct,1197831,11/5/2021,Midwest,Kansas,Wichita,Women's Apparel,40,275,110000,44000,0.4,Online
Sports Direct,1197831,11/5/2021,Midwest,Kansas,Wichita,Men's Street Footwear,40,525,210000,73500,0.35,Online
Sports Direct,1197831,11/5/2021,Midwest,Kansas,Wichita,Men's Athletic Footwear,40,175,70000,21000,0.3,Online
Foot Locker,1197831,12/4/2021,Midwest,Kansas,Wichita,Women's Street Footwear,30,225,67500,20250,0.3,Online
Foot Locker,1197831,12/4/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,35,100,35000,10500,0.3,Online
Foot Locker,1197831,12/4/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,50,175,87500,30625,0.35,Online
Foot Locker,1197831,12/4/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,35,275,96250,38500,0.4,Online
Foot Locker,1197831,12/4/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,40,495,198000,69300,0.35,Online
Foot Locker,1197831,12/4/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,40,200,80000,24000,0.3,Online
Foot Locker,1128299,1/23/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,45,300,135000,40500,0.3,Online
Foot Locker,1128299,1/23/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,40,225,90000,27000,0.3,Online
Foot Locker,1128299,1/23/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,40,175,70000,21000,0.3,Online
Foot Locker,1128299,1/23/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,60,500,300000,105000,0.35,Online
Foot Locker,1128299,1/23/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,50,300,150000,45000,0.3,Online
Foot Locker,1128299,1/23/2021,Midwest,South Dakota,Sioux Falls,Women's Street Footwear,50,250,125000,37500,0.3,Online
Foot Locker,1128299,2/23/2021,Midwest,South Dakota,Sioux Falls,Women's Athletic Footwear,50,200,100000,30000,0.3,Online
Foot Locker,1128299,2/23/2021,Midwest,South Dakota,Sioux Falls,Men's Apparel,60,200,120000,42000,0.35,Online
Foot Locker,1128299,2/23/2021,Midwest,South Dakota,Sioux Falls,Women's Apparel,65,300,195000,78000,0.4,Online
Foot Locker,1128299,3/22/2021,Midwest,South Dakota,Sioux Falls,Men's Street Footwear,35,475,166250,58187.5,0.35,Online
Foot Locker,1128299,3/22/2021,Midwest,South Dakota,Sioux Falls,Men's Athletic Footwear,35,275,96250,28875,0.3,Online
Foot Locker,1128299,3/22/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,30,100,30000,9000,0.3,Online
Foot Locker,1128299,3/22/2021,Midwest,North Dakota,Fargo,Men's Apparel,45,175,78750,27562.5,0.35,Online
Foot Locker,1128299,3/22/2021,Midwest,North Dakota,Fargo,Women's Apparel,25,275,68750,27500,0.4,Online
Foot Locker,1128299,3/22/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30,495,148500,51975,0.35,Online
Foot Locker,1128299,4/23/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,200,60000,18000,0.3,Online
Foot Locker,1128299,4/23/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,200,80000,24000,0.3,In-store
Foot Locker,1128299,4/23/2021,Midwest,North Dakota,Fargo,Men's Apparel,50,175,87500,30625,0.35,In-store
Foot Locker,1128299,4/23/2021,Midwest,North Dakota,Fargo,Women's Apparel,55,350,192500,77000,0.4,In-store
Foot Locker,1128299,4/23/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,40,475,190000,66500,0.35,In-store
Foot Locker,1128299,4/23/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,35,275,96250,28875,0.3,In-store
Foot Locker,1128299,5/24/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,40,195,78000,23400,0.3,In-store
Foot Locker,1128299,5/24/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,40,175,70000,21000,0.3,In-store
Foot Locker,1128299,5/24/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20,250,50000,15000,0.3,In-store
Foot Locker,1128299,5/24/2021,Midwest,North Dakota,Fargo,Women's Athletic Footwear,25,100,25000,7500,0.3,In-store
Foot Locker,1128299,5/24/2021,Midwest,North Dakota,Fargo,Men's Apparel,40,150,60000,30000,0.5,In-store
Foot Locker,1128299,5/24/2021,Midwest,North Dakota,Fargo,Women's Apparel,30,250,75000,30000,0.4,In-store
Foot Locker,1128299,6/23/2021,Midwest,North Dakota,Fargo,Men's Street Footwear,30,500,150000,45000,0.3,In-store
Foot Locker,1128299,6/23/2021,Midwest,North Dakota,Fargo,Men's Athletic Footwear,30,150,45000,15750,0.35,In-store
Foot Locker,1128299,6/23/2021,Midwest,North Dakota,Fargo,Women's Street Footwear,20,200,40000,12000,0.3,In-store
Foot Locker,1128299,6/23/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,25,75,18750,5625,0.3,In-store
Foot Locker,1128299,6/23/2021,Midwest,Iowa,Des Moines,Men's Apparel,40,150,60000,30000,0.5,In-store
Foot Locker,1128299,6/23/2021,Midwest,Iowa,Des Moines,Women's Apparel,15,250,37500,15000,0.4,In-store
Foot Locker,1128299,7/22/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,20,470,94000,28200,0.3,In-store
Foot Locker,1128299,7/22/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,20,175,35000,12250,0.35,In-store
Foot Locker,1128299,7/22/2021,Midwest,Iowa,Des Moines,Men's Apparel,35,175,61250,30625,0.5,In-store
Foot Locker,1128299,7/22/2021,Midwest,Iowa,Des Moines,Women's Apparel,55,325,178750,71500,0.4,In-store
Foot Locker,1128299,7/22/2021,Midwest,Iowa,Des Moines,Women's Apparel,50,250,125000,50000,0.4,In-store
Foot Locker,1128299,7/22/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,45,400,180000,54000,0.3,In-store
Foot Locker,1128299,8/23/2021,Midwest,Iowa,Des Moines,Men's Athletic Footwear,35,275,96250,33687.5,0.35,In-store
Foot Locker,1128299,8/23/2021,Midwest,Iowa,Des Moines,Women's Street Footwear,35,220,77000,23100,0.3,In-store
Foot Locker,1128299,8/23/2021,Midwest,Iowa,Des Moines,Women's Athletic Footwear,35,200,70000,21000,0.3,In-store
Foot Locker,1128299,8/23/2021,Midwest,Iowa,Des Moines,Men's Apparel,60,175,105000,52500,0.5,In-store
Foot Locker,1128299,8/23/2021,Midwest,Iowa,Des Moines,Women's Apparel,65,275,178750,71500,0.4,In-store
Kohl's,1128299,2/26/2021,Midwest,Iowa,Des Moines,Men's Street Footwear,60,525,315000,94500,0.3,In-store
Kohl's,1128299,2/26/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,25,75,18750,5625,0.3,In-store
Kohl's,1128299,2/26/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,35,175,61250,30625,0.5,In-store
Kohl's,1128299,7/25/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,55,325,178750,71500,0.4,In-store
Kohl's,1128299,7/25/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,50,550,275000,82500,0.3,In-store
Kohl's,1128299,7/25/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,45,300,135000,47250,0.35,In-store
Kohl's,1128299,7/25/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,65,300,195000,78000,0.4,In-store
Kohl's,1128299,8/26/2021,Midwest,Wisconsin,Milwaukee,Men's Street Footwear,60,550,330000,99000,0.3,In-store
Kohl's,1128299,8/26/2021,Midwest,Wisconsin,Milwaukee,Men's Athletic Footwear,50,350,175000,61250,0.35,In-store
Kohl's,1128299,8/26/2021,Midwest,Wisconsin,Milwaukee,Women's Street Footwear,50,300,150000,45000,0.3,In-store
Sports Direct,1128299,12/25/2021,Midwest,Wisconsin,Milwaukee,Women's Athletic Footwear,50,250,125000,37500,0.3,In-store
Sports Direct,1128299,12/25/2021,Midwest,Wisconsin,Milwaukee,Men's Apparel,60,250,150000,75000,0.5,In-store
Sports Direct,1128299,1/13/2021,Midwest,Wisconsin,Milwaukee,Women's Apparel,65,350,227500,91000,0.4,In-store
